Country,Region,Year, GDP_pp 
Liechtenstein,Europe,1/1/2011," 90,039.05 "
Lithuania,Europe,1/1/1901," 2,309.80 "
Lithuania,Europe,1/1/1906," 2,186.10 "
Lithuania,Europe,1/1/1911," 2,348.03 "
Lithuania,Europe,1/1/1916," 2,328.73 "
Lithuania,Europe,1/1/1921," 2,249.74 "
Lithuania,Europe,1/1/1926," 3,027.84 "
Lithuania,Europe,1/1/1931," 3,266.83 "
Lithuania,Europe,1/1/1936," 4,150.66 "
Lithuania,Europe,1/1/1941," 4,000.28 "
Lithuania,Europe,1/1/1946," 3,638.75 "
Lithuania,Europe,1/1/1951," 5,336.16 "
Lithuania,Europe,1/1/1956," 6,782.43 "
Lithuania,Europe,1/1/1961," 7,793.24 "
Lithuania,Europe,1/1/1966," 9,135.67 "
Lithuania,Europe,1/1/1971," 10,777.94 "
Lithuania,Europe,1/1/1976," 12,107.49 "
Lithuania,Europe,1/1/1981," 12,249.83 "
Lithuania,Europe,1/1/1986," 13,193.73 "
Lithuania,Europe,1/1/1991," 12,374.36 "
Lithuania,Europe,1/1/1996," 8,182.69 "
Lithuania,Europe,1/1/2001," 10,272.37 "
Lithuania,Europe,1/1/2006," 15,275.24 "
Lithuania,Europe,1/1/2011," 17,693.41 "
Luxembourg,Europe,1/1/1901," 3,047.73 "
Luxembourg,Europe,1/1/1906," 3,230.87 "
Luxembourg,Europe,1/1/1911," 3,425.01 "
Luxembourg,Europe,1/1/1916," 3,934.81 "
Luxembourg,Europe,1/1/1921," 4,769.43 "
Luxembourg,Europe,1/1/1926," 5,781.07 "
Luxembourg,Europe,1/1/1931," 7,007.30 "
Luxembourg,Europe,1/1/1936," 8,493.62 "
Luxembourg,Europe,1/1/1941," 10,295.20 "
Luxembourg,Europe,1/1/1946," 12,478.92 "
Luxembourg,Europe,1/1/1951," 13,543.17 "
Luxembourg,Europe,1/1/1956," 15,697.47 "
Luxembourg,Europe,1/1/1961," 17,621.05 "
Luxembourg,Europe,1/1/1966," 19,340.04 "
Luxembourg,Europe,1/1/1971," 22,667.93 "
Luxembourg,Europe,1/1/1976," 24,917.29 "
Luxembourg,Europe,1/1/1981," 26,826.66 "
Luxembourg,Europe,1/1/1986," 33,355.98 "
Luxembourg,Europe,1/1/1991," 45,750.52 "
Luxembourg,Europe,1/1/1996," 49,005.59 "
Luxembourg,Europe,1/1/2001," 63,932.84 "
Luxembourg,Europe,1/1/2006," 72,349.71 "
Luxembourg,Europe,1/1/2011," 69,929.44 "
"Macedonia, FYR",Europe,1/1/1901," 1,205.92 "
"Macedonia, FYR",Europe,1/1/1906," 1,305.37 "
"Macedonia, FYR",Europe,1/1/1911," 1,390.83 "
"Macedonia, FYR",Europe,1/1/1916," 1,376.24 "
"Macedonia, FYR",Europe,1/1/1921," 1,370.39 "
"Macedonia, FYR",Europe,1/1/1926," 1,662.47 "
"Macedonia, FYR",Europe,1/1/1931," 1,659.06 "
"Macedonia, FYR",Europe,1/1/1936," 1,671.30 "
"Macedonia, FYR",Europe,1/1/1941," 1,825.23 "
"Macedonia, FYR",Europe,1/1/1946," 1,746.38 "
"Macedonia, FYR",Europe,1/1/1951," 2,093.81 "
"Macedonia, FYR",Europe,1/1/1956," 2,292.05 "
"Macedonia, FYR",Europe,1/1/1961," 3,318.10 "
"Macedonia, FYR",Europe,1/1/1966," 4,217.55 "
"Macedonia, FYR",Europe,1/1/1971," 5,462.13 "
"Macedonia, FYR",Europe,1/1/1976," 6,499.50 "
"Macedonia, FYR",Europe,1/1/1981," 8,072.00 "
"Macedonia, FYR",Europe,1/1/1986," 8,581.89 "
"Macedonia, FYR",Europe,1/1/1991," 7,497.53 "
"Macedonia, FYR",Europe,1/1/1996," 6,208.04 "
"Macedonia, FYR",Europe,1/1/2001," 6,637.34 "
"Macedonia, FYR",Europe,1/1/2006," 7,749.50 "
"Macedonia, FYR",Europe,1/1/2011," 8,962.53 "
Madagascar,Sub-Saharan Africa,1/1/1901, 634.16 
Madagascar,Sub-Saharan Africa,1/1/1906, 649.17 
Madagascar,Sub-Saharan Africa,1/1/1911, 664.53 
Madagascar,Sub-Saharan Africa,1/1/1916, 711.34 
Madagascar,Sub-Saharan Africa,1/1/1921, 784.46 
Madagascar,Sub-Saharan Africa,1/1/1926, 865.10 
Madagascar,Sub-Saharan Africa,1/1/1931, 954.04 
Madagascar,Sub-Saharan Africa,1/1/1936," 1,052.11 "
Madagascar,Sub-Saharan Africa,1/1/1941," 1,160.27 "
Madagascar,Sub-Saharan Africa,1/1/1946," 1,279.54 "
Madagascar,Sub-Saharan Africa,1/1/1951," 1,413.63 "
Madagascar,Sub-Saharan Africa,1/1/1956," 1,560.03 "
Madagascar,Sub-Saharan Africa,1/1/1961," 1,638.93 "
Madagascar,Sub-Saharan Africa,1/1/1966," 1,581.86 "
Madagascar,Sub-Saharan Africa,1/1/1971," 1,812.57 "
Madagascar,Sub-Saharan Africa,1/1/1976," 1,547.31 "
Madagascar,Sub-Saharan Africa,1/1/1981," 1,364.72 "
Madagascar,Sub-Saharan Africa,1/1/1986," 1,163.50 "
Madagascar,Sub-Saharan Africa,1/1/1991," 1,058.68 "
Madagascar,Sub-Saharan Africa,1/1/1996, 980.06 
Madagascar,Sub-Saharan Africa,1/1/2001," 1,056.21 "
Madagascar,Sub-Saharan Africa,1/1/2006," 1,009.65 "
Madagascar,Sub-Saharan Africa,1/1/2011, 987.71 
Malawi,Sub-Saharan Africa,1/1/1901, 355.29 
Malawi,Sub-Saharan Africa,1/1/1906, 355.00 
Malawi,Sub-Saharan Africa,1/1/1911, 354.71 
Malawi,Sub-Saharan Africa,1/1/1916, 354.42 
Malawi,Sub-Saharan Africa,1/1/1921, 354.14 
Malawi,Sub-Saharan Africa,1/1/1926, 353.85 
Malawi,Sub-Saharan Africa,1/1/1931, 353.56 
Malawi,Sub-Saharan Africa,1/1/1936, 353.27 
Malawi,Sub-Saharan Africa,1/1/1941, 352.99 
Malawi,Sub-Saharan Africa,1/1/1946, 352.70 
Malawi,Sub-Saharan Africa,1/1/1951, 360.94 
Malawi,Sub-Saharan Africa,1/1/1956, 408.52 
Malawi,Sub-Saharan Africa,1/1/1961, 439.60 
Malawi,Sub-Saharan Africa,1/1/1966, 463.44 
Malawi,Sub-Saharan Africa,1/1/1971, 544.85 
Malawi,Sub-Saharan Africa,1/1/1976, 649.70 
Malawi,Sub-Saharan Africa,1/1/1981, 645.55 
Malawi,Sub-Saharan Africa,1/1/1986, 656.77 
Malawi,Sub-Saharan Africa,1/1/1991, 630.14 
Malawi,Sub-Saharan Africa,1/1/1996, 685.08 
Malawi,Sub-Saharan Africa,1/1/2001, 667.79 
Malawi,Sub-Saharan Africa,1/1/2006, 685.76 
Malawi,Sub-Saharan Africa,1/1/2011, 856.47 
Malaysia,Asia,1/1/1901, 951.51 
Malaysia,Asia,1/1/1906, 973.77 
Malaysia,Asia,1/1/1911, 996.55 
Malaysia,Asia,1/1/1916," 1,239.48 "
Malaysia,Asia,1/1/1921," 1,337.64 "
Malaysia,Asia,1/1/1926," 1,638.28 "
Malaysia,Asia,1/1/1931," 1,926.89 "
Malaysia,Asia,1/1/1936," 1,839.35 "
Malaysia,Asia,1/1/1941," 1,541.08 "
Malaysia,Asia,1/1/1946," 1,455.06 "
Malaysia,Asia,1/1/1951," 1,792.01 "
Malaysia,Asia,1/1/1956," 1,873.35 "
Malaysia,Asia,1/1/1961," 1,981.40 "
Malaysia,Asia,1/1/1966," 2,297.59 "
Malaysia,Asia,1/1/1971," 2,713.47 "
Malaysia,Asia,1/1/1976," 3,621.68 "
Malaysia,Asia,1/1/1981," 4,758.29 "
Malaysia,Asia,1/1/1986," 5,108.03 "
Malaysia,Asia,1/1/1991," 6,838.20 "
Malaysia,Asia,1/1/1996," 9,644.79 "
Malaysia,Asia,1/1/2001," 9,994.62 "
Malaysia,Asia,1/1/2006," 11,946.34 "
Malaysia,Asia,1/1/2011," 13,676.03 "
Maldives,Asia,1/1/1901, 462.66 
Maldives,Asia,1/1/1906, 462.09 
Maldives,Asia,1/1/1911, 461.51 
Maldives,Asia,1/1/1916, 460.94 
Maldives,Asia,1/1/1921, 460.36 
Maldives,Asia,1/1/1926, 459.79 
Maldives,Asia,1/1/1931, 459.21 
Maldives,Asia,1/1/1936, 458.64 
Maldives,Asia,1/1/1941, 458.07 
Maldives,Asia,1/1/1946, 457.50 
Maldives,Asia,1/1/1951, 466.88 
Maldives,Asia,1/1/1956, 519.33 
Maldives,Asia,1/1/1961, 577.68 
Maldives,Asia,1/1/1966, 642.59 
Maldives,Asia,1/1/1971, 719.24 
Maldives,Asia,1/1/1976, 645.16 
Maldives,Asia,1/1/1981," 1,046.14 "
Maldives,Asia,1/1/1986," 1,588.81 "
Maldives,Asia,1/1/1991," 2,192.57 "
Maldives,Asia,1/1/1996," 2,696.20 "
Maldives,Asia,1/1/2001," 3,488.21 "
Maldives,Asia,1/1/2006," 4,719.85 "
Maldives,Asia,1/1/2011," 5,940.17 "
Mali,Sub-Saharan Africa,1/1/1901, 433.96 
Mali,Sub-Saharan Africa,1/1/1906, 434.36 
Mali,Sub-Saharan Africa,1/1/1911, 434.77 
Mali,Sub-Saharan Africa,1/1/1916, 435.18 
Mali,Sub-Saharan Africa,1/1/1921, 435.58 
Mali,Sub-Saharan Africa,1/1/1926, 435.99 
Mali,Sub-Saharan Africa,1/1/1931, 436.40 
Mali,Sub-Saharan Africa,1/1/1936, 436.81 
Mali,Sub-Saharan Africa,1/1/1941, 437.22 
Mali,Sub-Saharan Africa,1/1/1946, 437.63 
Mali,Sub-Saharan Africa,1/1/1951, 445.16 
Mali,Sub-Saharan Africa,1/1/1956, 482.42 
Mali,Sub-Saharan Africa,1/1/1961, 503.57 
Mali,Sub-Saharan Africa,1/1/1966, 539.18 
Mali,Sub-Saharan Africa,1/1/1971, 565.59 
Mali,Sub-Saharan Africa,1/1/1976, 651.72 
Mali,Sub-Saharan Africa,1/1/1981, 666.52 
Mali,Sub-Saharan Africa,1/1/1986, 683.76 
Mali,Sub-Saharan Africa,1/1/1991, 695.72 
Mali,Sub-Saharan Africa,1/1/1996, 757.76 
Mali,Sub-Saharan Africa,1/1/2001, 935.08 
Mali,Sub-Saharan Africa,1/1/2006," 1,047.85 "
Mali,Sub-Saharan Africa,1/1/2011," 1,117.23 "
Malta,Europe,1/1/1901," 1,351.68 "
Malta,Europe,1/1/1906," 1,413.99 "
Malta,Europe,1/1/1911," 1,479.18 "
Malta,Europe,1/1/1916," 1,547.37 "
Malta,Europe,1/1/1921," 1,618.70 "
Malta,Europe,1/1/1926," 1,693.33 "
Malta,Europe,1/1/1931," 1,771.39 "
Malta,Europe,1/1/1936," 1,853.05 "
Malta,Europe,1/1/1941," 1,938.48 "
Malta,Europe,1/1/1946," 2,027.84 "
Malta,Europe,1/1/1951," 2,121.33 "
Malta,Europe,1/1/1956," 2,219.12 "
Malta,Europe,1/1/1961," 2,326.46 "
Malta,Europe,1/1/1966," 2,704.07 "
Malta,Europe,1/1/1971," 3,885.88 "
Malta,Europe,1/1/1976," 6,726.43 "
Malta,Europe,1/1/1981," 9,401.68 "
Malta,Europe,1/1/1986," 10,774.40 "
Malta,Europe,1/1/1991," 14,216.34 "
Malta,Europe,1/1/1996," 17,357.50 "
Malta,Europe,1/1/2001," 19,797.46 "
Malta,Europe,1/1/2006," 20,815.73 "
Malta,Europe,1/1/2011," 22,310.61 "
Marshall Islands,Australia and Oceania,1/1/1901, 701.61 
Marshall Islands,Australia and Oceania,1/1/1906, 713.08 
Marshall Islands,Australia and Oceania,1/1/1911, 724.73 
Marshall Islands,Australia and Oceania,1/1/1916, 809.96 
Marshall Islands,Australia and Oceania,1/1/1921, 964.39 
Marshall Islands,Australia and Oceania,1/1/1926," 1,148.27 "
Marshall Islands,Australia and Oceania,1/1/1931," 1,367.20 "
Marshall Islands,Australia and Oceania,1/1/1936," 1,627.87 "
Marshall Islands,Australia and Oceania,1/1/1941," 1,938.25 "
Marshall Islands,Australia and Oceania,1/1/1946," 2,307.80 "
Marshall Islands,Australia and Oceania,1/1/1951," 2,747.81 "
Marshall Islands,Australia and Oceania,1/1/1956," 3,271.71 "
Marshall Islands,Australia and Oceania,1/1/1961," 3,895.51 "
Marshall Islands,Australia and Oceania,1/1/1966," 4,638.24 "
Marshall Islands,Australia and Oceania,1/1/1971," 5,522.58 "
Marshall Islands,Australia and Oceania,1/1/1976," 6,054.99 "
Marshall Islands,Australia and Oceania,1/1/1981," 5,502.13 "
Marshall Islands,Australia and Oceania,1/1/1986," 6,408.95 "
Marshall Islands,Australia and Oceania,1/1/1991," 7,617.31 "
Marshall Islands,Australia and Oceania,1/1/1996," 6,203.27 "
Marshall Islands,Australia and Oceania,1/1/2001," 5,787.74 "
Marshall Islands,Australia and Oceania,1/1/2006," 6,285.85 "
Marshall Islands,Australia and Oceania,1/1/2011," 6,464.55 "
Mauritania,Sub-Saharan Africa,1/1/1901, 546.87 
Mauritania,Sub-Saharan Africa,1/1/1906, 559.81 
Mauritania,Sub-Saharan Africa,1/1/1911, 573.06 
Mauritania,Sub-Saharan Africa,1/1/1916, 587.66 
Mauritania,Sub-Saharan Africa,1/1/1921, 603.34 
Mauritania,Sub-Saharan Africa,1/1/1926, 619.45 
Mauritania,Sub-Saharan Africa,1/1/1931, 635.98 
Mauritania,Sub-Saharan Africa,1/1/1936, 652.95 
Mauritania,Sub-Saharan Africa,1/1/1941, 670.38 
Mauritania,Sub-Saharan Africa,1/1/1946, 688.27 
Mauritania,Sub-Saharan Africa,1/1/1951, 723.07 
Mauritania,Sub-Saharan Africa,1/1/1956, 825.35 
Mauritania,Sub-Saharan Africa,1/1/1961," 1,093.56 "
Mauritania,Sub-Saharan Africa,1/1/1966," 1,393.99 "
Mauritania,Sub-Saharan Africa,1/1/1971," 1,593.13 "
Mauritania,Sub-Saharan Africa,1/1/1976," 1,545.63 "
Mauritania,Sub-Saharan Africa,1/1/1981," 1,547.70 "
Mauritania,Sub-Saharan Africa,1/1/1986," 1,416.14 "
Mauritania,Sub-Saharan Africa,1/1/1991," 1,389.87 "
Mauritania,Sub-Saharan Africa,1/1/1996," 1,470.89 "
Mauritania,Sub-Saharan Africa,1/1/2001," 1,561.91 "
Mauritania,Sub-Saharan Africa,1/1/2006," 1,835.29 "
Mauritania,Sub-Saharan Africa,1/1/2011," 1,827.67 "
Mauritius,Sub-Saharan Africa,1/1/1901," 1,168.01 "
Mauritius,Sub-Saharan Africa,1/1/1906," 1,195.65 "
Mauritius,Sub-Saharan Africa,1/1/1911," 1,223.95 "
Mauritius,Sub-Saharan Africa,1/1/1916," 1,281.38 "
Mauritius,Sub-Saharan Africa,1/1/1921," 1,361.74 "
Mauritius,Sub-Saharan Africa,1/1/1926," 1,447.14 "
Mauritius,Sub-Saharan Africa,1/1/1931," 1,537.91 "
Mauritius,Sub-Saharan Africa,1/1/1936," 1,634.36 "
Mauritius,Sub-Saharan Africa,1/1/1941," 1,736.86 "
Mauritius,Sub-Saharan Africa,1/1/1946," 1,845.79 "
Mauritius,Sub-Saharan Africa,1/1/1951," 1,977.13 "
Mauritius,Sub-Saharan Africa,1/1/1956," 2,018.86 "
Mauritius,Sub-Saharan Africa,1/1/1961," 2,583.15 "
Mauritius,Sub-Saharan Africa,1/1/1966," 2,419.02 "
Mauritius,Sub-Saharan Africa,1/1/1971," 2,371.81 "
Mauritius,Sub-Saharan Africa,1/1/1976," 3,542.22 "
Mauritius,Sub-Saharan Africa,1/1/1981," 3,541.69 "
Mauritius,Sub-Saharan Africa,1/1/1986," 4,386.07 "
Mauritius,Sub-Saharan Africa,1/1/1991," 5,841.66 "
Mauritius,Sub-Saharan Africa,1/1/1996," 7,068.83 "
Mauritius,Sub-Saharan Africa,1/1/2001," 8,801.58 "
Mauritius,Sub-Saharan Africa,1/1/2006," 10,533.34 "
Mauritius,Sub-Saharan Africa,1/1/2011," 12,733.02 "
Mexico,North America,1/1/1901," 1,837.59 "
Mexico,North America,1/1/1906," 1,998.24 "
Mexico,North America,1/1/1911," 2,017.76 "
Mexico,North America,1/1/1916," 1,999.11 "
Mexico,North America,1/1/1921," 2,386.88 "
Mexico,North America,1/1/1926," 2,586.29 "
Mexico,North America,1/1/1931," 2,128.79 "
Mexico,North America,1/1/1936," 2,292.82 "
Mexico,North America,1/1/1941," 2,570.67 "
Mexico,North America,1/1/1946," 2,932.21 "
Mexico,North America,1/1/1951," 3,447.11 "
Mexico,North America,1/1/1956," 3,953.72 "
Mexico,North America,1/1/1961," 4,512.03 "
Mexico,North America,1/1/1966," 5,584.87 "
Mexico,North America,1/1/1971," 6,486.92 "
Mexico,North America,1/1/1976," 7,630.74 "
Mexico,North America,1/1/1981," 9,890.22 "
Mexico,North America,1/1/1986," 8,713.36 "
Mexico,North America,1/1/1991," 9,315.66 "
Mexico,North America,1/1/1996," 9,274.70 "
Mexico,North America,1/1/2001," 10,763.08 "
Mexico,North America,1/1/2006," 11,739.71 "
Mexico,North America,1/1/2011," 11,689.30 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1901, 719.15 
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1906, 730.90 
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1911, 742.85 
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1916, 810.07 
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1921, 925.84 
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1926," 1,058.16 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1931," 1,209.38 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1936," 1,382.22 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1941," 1,579.75 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1946," 1,805.52 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1951," 2,063.55 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1956," 2,358.46 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1961," 2,695.51 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1966," 3,080.74 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1971," 3,469.53 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1976," 5,247.19 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1981," 5,037.39 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1986," 5,220.78 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1991," 5,603.02 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/1996," 5,582.74 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/2001," 5,543.41 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/2006," 5,527.41 "
"Micronesia, Fed. Sts.",Australia and Oceania,1/1/2011," 5,688.06 "
Moldova,Europe,1/1/1901, 917.48 
Moldova,Europe,1/1/1906, 863.86 
Moldova,Europe,1/1/1911, 923.06 
Moldova,Europe,1/1/1916, 910.74 
Moldova,Europe,1/1/1921, 385.87 
Moldova,Europe,1/1/1926, 912.35 
Moldova,Europe,1/1/1931," 1,060.77 "
Moldova,Europe,1/1/1936," 1,437.32 "
Moldova,Europe,1/1/1941," 1,510.90 "
Moldova,Europe,1/1/1946," 1,367.25 "
Moldova,Europe,1/1/1951," 1,994.69 "
Moldova,Europe,1/1/1956," 2,522.22 "
Moldova,Europe,1/1/1961," 2,886.13 "
Moldova,Europe,1/1/1966," 3,383.28 "
Moldova,Europe,1/1/1971," 3,991.47 "
Moldova,Europe,1/1/1976," 4,489.45 "
Moldova,Europe,1/1/1981," 4,551.68 "
Moldova,Europe,1/1/1986," 4,912.61 "
Moldova,Europe,1/1/1991," 4,018.45 "
Moldova,Europe,1/1/1996," 1,797.92 "
Moldova,Europe,1/1/2001," 1,794.94 "
Moldova,Europe,1/1/2006," 2,482.25 "
Moldova,Europe,1/1/2011," 2,987.72 "
Monaco,Europe,1/1/1901," 3,352.50 "
Monaco,Europe,1/1/1906," 3,553.95 "
Monaco,Europe,1/1/1911," 3,767.51 "
Monaco,Europe,1/1/1916," 4,200.12 "
Monaco,Europe,1/1/1921," 4,842.25 "
Monaco,Europe,1/1/1926," 5,582.53 "
Monaco,Europe,1/1/1931," 6,436.00 "
Monaco,Europe,1/1/1936," 7,419.94 "
Monaco,Europe,1/1/1941," 8,554.31 "
Monaco,Europe,1/1/1946," 9,862.10 "
Monaco,Europe,1/1/1951," 11,369.84 "
Monaco,Europe,1/1/1956," 13,108.07 "
Monaco,Europe,1/1/1961," 15,112.05 "
Monaco,Europe,1/1/1966," 17,422.40 "
Monaco,Europe,1/1/1971," 20,383.40 "
Monaco,Europe,1/1/1976," 23,715.12 "
Monaco,Europe,1/1/1981," 26,534.56 "
Monaco,Europe,1/1/1986," 28,289.57 "
Monaco,Europe,1/1/1991," 31,858.56 "
Monaco,Europe,1/1/1996," 32,938.78 "
Monaco,Europe,1/1/2001," 37,360.85 "
Monaco,Europe,1/1/2006," 40,986.42 "
Monaco,Europe,1/1/2011," 43,044.33 "
Mongolia,Asia,1/1/1901, 687.37 
Mongolia,Asia,1/1/1906, 692.68 
Mongolia,Asia,1/1/1911, 698.02 
Mongolia,Asia,1/1/1916, 703.40 
Mongolia,Asia,1/1/1921, 708.83 
Mongolia,Asia,1/1/1926, 714.29 
Mongolia,Asia,1/1/1931, 719.80 
Mongolia,Asia,1/1/1936, 725.36 
Mongolia,Asia,1/1/1941, 730.95 
Mongolia,Asia,1/1/1946, 736.59 
Mongolia,Asia,1/1/1951, 761.58 
Mongolia,Asia,1/1/1956, 884.55 
Mongolia,Asia,1/1/1961," 1,026.27 "
Mongolia,Asia,1/1/1966," 1,189.06 "
Mongolia,Asia,1/1/1971," 1,380.61 "
Mongolia,Asia,1/1/1976," 1,597.77 "
Mongolia,Asia,1/1/1981," 1,897.49 "
Mongolia,Asia,1/1/1986," 2,322.07 "
Mongolia,Asia,1/1/1991," 2,011.76 "
Mongolia,Asia,1/1/1996," 1,841.20 "
Mongolia,Asia,1/1/2001," 2,061.51 "
Mongolia,Asia,1/1/2006," 2,834.87 "
Mongolia,Asia,1/1/2011," 3,887.18 "
Montenegro,Europe,1/1/1901," 1,675.17 "
Montenegro,Europe,1/1/1906," 1,813.33 "
Montenegro,Europe,1/1/1911," 1,932.04 "
Montenegro,Europe,1/1/1916," 1,911.78 "
Montenegro,Europe,1/1/1921," 1,903.65 "
Montenegro,Europe,1/1/1926," 2,309.38 "
Montenegro,Europe,1/1/1931," 2,304.64 "
Montenegro,Europe,1/1/1936," 2,321.65 "
Montenegro,Europe,1/1/1941," 2,535.48 "
Montenegro,Europe,1/1/1946," 2,425.95 "
Montenegro,Europe,1/1/1951," 2,908.57 "
Montenegro,Europe,1/1/1956," 3,183.95 "
Montenegro,Europe,1/1/1961," 4,609.27 "
Montenegro,Europe,1/1/1966," 5,858.72 "
Montenegro,Europe,1/1/1971," 7,587.59 "
Montenegro,Europe,1/1/1976," 9,028.63 "
Montenegro,Europe,1/1/1981," 11,213.04 "
Montenegro,Europe,1/1/1986," 11,921.35 "
Montenegro,Europe,1/1/1991," 9,245.92 "
Montenegro,Europe,1/1/1996," 6,193.74 "
Montenegro,Europe,1/1/2001," 6,311.82 "
Montenegro,Europe,1/1/2006," 8,493.50 "
Montenegro,Europe,1/1/2011," 10,094.77 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1901, 769.82 
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1906, 790.90 
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1911, 812.55 
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1916, 870.57 
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1921, 959.19 
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1926," 1,056.84 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1931," 1,164.43 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1936," 1,282.98 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1941," 1,413.59 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1946," 1,557.50 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1951," 1,686.17 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1956," 1,678.43 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1961," 1,551.35 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1966," 1,660.76 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1971," 1,924.99 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1976," 2,304.26 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1981," 2,508.85 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1986," 2,889.61 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1991," 3,138.30 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/1996," 3,112.23 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/2001," 3,211.29 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/2006," 3,780.39 "
Morocco,"Middle East, North Africa, and Greater Arabia",1/1/2011," 4,429.00 "
Mozambique,Sub-Saharan Africa,1/1/1901, 413.26 
Mozambique,Sub-Saharan Africa,1/1/1906, 416.94 
Mozambique,Sub-Saharan Africa,1/1/1911, 420.65 
Mozambique,Sub-Saharan Africa,1/1/1916, 424.40 
Mozambique,Sub-Saharan Africa,1/1/1921, 428.17 
Mozambique,Sub-Saharan Africa,1/1/1926, 431.98 
Mozambique,Sub-Saharan Africa,1/1/1931, 435.83 
Mozambique,Sub-Saharan Africa,1/1/1936, 439.71 
Mozambique,Sub-Saharan Africa,1/1/1941, 443.62 
Mozambique,Sub-Saharan Africa,1/1/1946, 447.57 
Mozambique,Sub-Saharan Africa,1/1/1951, 459.52 
Mozambique,Sub-Saharan Africa,1/1/1956, 494.02 
Mozambique,Sub-Saharan Africa,1/1/1961, 531.89 
Mozambique,Sub-Saharan Africa,1/1/1966, 542.48 
Mozambique,Sub-Saharan Africa,1/1/1971, 722.14 
Mozambique,Sub-Saharan Africa,1/1/1976, 514.84 
Mozambique,Sub-Saharan Africa,1/1/1981, 483.81 
Mozambique,Sub-Saharan Africa,1/1/1986, 369.16 
Mozambique,Sub-Saharan Africa,1/1/1991, 455.44 
Mozambique,Sub-Saharan Africa,1/1/1996, 435.93 
Mozambique,Sub-Saharan Africa,1/1/2001, 601.17 
Mozambique,Sub-Saharan Africa,1/1/2006, 791.68 
Mozambique,Sub-Saharan Africa,1/1/2011," 1,004.29 "
Myanmar,Asia,1/1/1901, 789.21 
Myanmar,Asia,1/1/1906, 639.54 
Myanmar,Asia,1/1/1911, 684.84 
Myanmar,Asia,1/1/1916, 928.74 
Myanmar,Asia,1/1/1921, 802.67 
Myanmar,Asia,1/1/1926, 918.65 
Myanmar,Asia,1/1/1931," 1,018.89 "
Myanmar,Asia,1/1/1936, 946.48 
Myanmar,Asia,1/1/1941, 714.74 
Myanmar,Asia,1/1/1946, 433.47 
Myanmar,Asia,1/1/1951, 504.07 
Myanmar,Asia,1/1/1956, 552.87 
Myanmar,Asia,1/1/1961, 640.73 
Myanmar,Asia,1/1/1966, 655.15 
Myanmar,Asia,1/1/1971, 733.81 
Myanmar,Asia,1/1/1976, 780.88 
Myanmar,Asia,1/1/1981, 970.19 
Myanmar,Asia,1/1/1986," 1,037.22 "
Myanmar,Asia,1/1/1991, 870.36 
Myanmar,Asia,1/1/1996, 947.26 
Myanmar,Asia,1/1/2001," 1,064.53 "
Myanmar,Asia,1/1/2006," 1,296.08 "
Myanmar,Asia,1/1/2011," 1,590.15 "
