Status de Pagamento,Dia,Mês,Meio de Propaganda,Valor Pago,Chamadas Realizadas,Duração da chamada,Modelo de Treinamento,Nivel de Treinamento,Código de Área,Equipe,Consultor
Pago,15,Jan,WhatsApp,R$ 20000000 ,3,02:25,CNI,Fndn. L3,C8,Equipe 1,Davi
Pago,1,Mai,WhatsApp,R$ 38000000 ,2,02:25,BE,Pre. L8,A1,Equipe 3,Alice
Pago,1,Mai,Facebook,R$ 12000000 ,3,02:25,GK,Fndn. L5,B18,Equipe 1,Lorenzo
Pago,20,Mai,Facebook,R$ 15000000 ,2,02:25,GK,Fndn. L1,C8,Equipe 1,Davi
Não pago,12,Mai,Televisão,R$ 0 ,2,02:25,,,B12,Equipe 4,Bernardo
Não pago,14,Jun,Televisão,R$ 0 ,1,02:25,,,C8,Equipe 2,Helena
Não pago,15,Ago,Televisão,R$ 0 ,2,02:25,,,A4,Equipe 1,Lorena
Não pago,20,Set,Google Ad,R$ 0 ,1,02:25,,,B13,Equipe 3,Sophia
Não pago,2,Out,Televisão,R$ 0 ,2,02:25,,,A1,Equipe 2,Bruno
Não pago,21,Out,Facebook,R$ 0 ,3,02:25,,,A1,Equipe 1,Lorena
Não pago,23,Out,Google Ad,R$ 0 ,3,02:25,,,B18,Equipe 4,Bernardo
Não pago,14,Nov,Televisão,R$ 0 ,2,02:25,,,B12,Equipe 2,Laura
Não pago,16,Nov,WhatsApp,R$ 0 ,3,02:25,,,B12,Equipe 3,João
Não pago,12,Mai,Televisão,R$ 0 ,2,02:25,,,B12,Equipe 4,Bernardo
Não pago,14,Jun,Televisão,R$ 0 ,1,02:25,,,C8,Equipe 2,Helena
Pago,11,Jan,WhatsApp,R$ 20000000 ,1,02:30,GK,Fndn. L5,B18,Equipe 3,Sophia
Pago,14,Fev,Google Ad,R$ 10000000 ,7,02:30,GK,Fndn. L5,B12,Equipe 1,Lorenzo
Pago,10,Jul,Facebook,R$ 7000000 ,1,02:30,GK,Pre. L2,A1,Equipe 1,Lorenzo
Pago,12,Jul,Website,R$ 25000000 ,2,02:30,GK,KJI. L4,A7,Equipe 3,João
Pago,22,Set,Facebook,R$ 19000000 ,2,02:30,BE,Fndn. L1,C8,Equipe 4,Bernardo
Pago,27,Set,Televisão,R$ 21000000 ,3,02:30,GK,Fndn. L1,B12,Equipe 2,Laura
Pago,21,Out,WhatsApp,R$ 38000000 ,3,02:30,BE,Fndn. L3,A1,Equipe 3,Sophia
Pago,24,Out,Televisão,R$ 20000000 ,2,02:30,CNI,Pre. L2,A1,Equipe 3,Sophia
Pago,5,Out,Televisão,R$ 11000000 ,4,02:30,CNI,KJI. L4,A4,Equipe 2,Heitor
Pago,1,Out,Facebook,R$ 12000000 ,1,02:30,GK,Fndn. L5,A1,Equipe 2,Helena
Pago,8,Out,WhatsApp,R$ 15000000 ,1,02:30,GK,Fndn. L1,A2,Equipe 2,Heitor
Pago,28,Out,Facebook,R$ 15000000 ,2,02:30,GK,Fndn. L6,A2,Equipe 1,Lorenzo
Pago,7,Out,WhatsApp,R$ 12000000 ,1,02:30,GK,Fndn. L3,B18,Equipe 2,Helena
Pago,30,Nov,Facebook,R$ 15000000 ,1,02:30,GK,Fndn. L5,B12,Equipe 3,Sophia
Pago,1,Nov,Website,R$ 20000000 ,3,02:30,GK,Pre. L3,B13,Equipe 4,Theo
Pago,5,Nov,WhatsApp,R$ 12000000 ,3,02:30,GK,KJI. L4,C8,Equipe 1,Lorenzo
Pago,1,Dez,Facebook,R$ 12000000 ,4,02:30,GK,KJI. L4,A7,Equipe 4,Bernardo
Pago,2,Dez,Televisão,R$ 12000000 ,1,02:30,GK,Pre. L4,C8,Equipe 4,Bernardo
Pago,11,Jan,WhatsApp,R$ 20000000 ,1,02:30,GK,Fndn. L5,B18,Equipe 3,Sophia
Pago,14,Fev,Google Ad,R$ 10000000 ,7,02:30,GK,Fndn. L5,B12,Equipe 1,Lorenzo
Pago,10,Jul,Facebook,R$ 7000000 ,1,02:30,GK,Pre. L2,A1,Equipe 1,Lorenzo
Pago,12,Jul,Website,R$ 25000000 ,2,02:30,GK,KJI. L4,A7,Equipe 3,João
Não pago,11,Mai,Televisão,R$ 0 ,2,02:30,,,B18,Equipe 4,Bernardo
Não pago,27,Mai,WhatsApp,R$ 0 ,3,02:30,,,A1,Equipe 1,Davi
Não pago,20,Set,Televisão,R$ 0 ,2,02:30,,,B12,Equipe 2,Heitor
Não pago,1,Out,Facebook,R$ 0 ,4,02:30,,,B18,Equipe 1,Lorenzo
Não pago,1,Nov,Televisão,R$ 0 ,4,02:30,,,A2,Equipe 2,Helena
Não pago,25,Nov,Website,R$ 0 ,3,02:30,,,B13,Equipe 1,Lorenzo
Não pago,3,Dez,WhatsApp,R$ 0 ,1,02:30,,,A1,Equipe 3,João
Não pago,10,Dez,Facebook,R$ 0 ,1,02:30,,,A2,Equipe 2,Helena
Não pago,11,Mai,Televisão,R$ 0 ,2,02:30,,,B18,Equipe 4,Bernardo
Não pago,27,Mai,WhatsApp,R$ 0 ,3,02:30,,,A1,Equipe 1,Davi
Pago,11,Fev,Televisão,R$ 20000000 ,2,02:50,GK,KJI. L4,B12,Equipe 1,Lucas
Pago,12,Set,Facebook,R$ 38000000 ,1,02:50,BE,Pre. L3,A1,Equipe 2,Mathias
Pago,30,Set,Facebook,R$ 25000000 ,2,02:50,GK,Fndn. L5,A1,Equipe 1,Samuel
Pago,27,Out,Facebook,R$ 19000000 ,1,02:50,BE,Fndn. L1,A2,Equipe 1,Davi
Pago,31,Out,Website,R$ 12000000 ,2,02:50,GK,Pre. L3,A2,Equipe 3,Alice
Pago,25,Out,Televisão,R$ 15000000 ,2,02:50,GK,Fndn. L5,A7,Equipe 2,Laura
Pago,27,Out,WhatsApp,R$ 12000000 ,2,02:50,GK,Pre. L8,C8,Equipe 2,Helena
Pago,29,Nov,WhatsApp,R$ 11000000 ,3,02:50,CNI,Pre. L3,C8,Equipe 3,Sophia
Pago,18,Nov,Facebook,R$ 21000000 ,1,02:50,GK,KJI. L4,B18,Equipe 4,Theo
Pago,16,Dez,Website,R$ 15000000 ,6,02:50,GK,Fndn. L5,B18,Equipe 2,Laura
Pago,11,Fev,Televisão,R$ 20000000 ,2,02:50,GK,KJI. L4,B12,Equipe 1,Lucas
Não pago,24,Set,Facebook,R$ 0 ,2,02:50,,,C8,Equipe 4,Theo
Não pago,28,Nov,Televisão,R$ 0 ,2,02:50,,,A2,Equipe 2,Helena
Não pago,11,Nov,Google Ad,R$ 0 ,3,02:50,,,A4,Equipe 3,João
Pago,12,Jan,Televisão,R$ 12000000 ,3,02:56,GK,Fndn. L1,A2,Equipe 2,Mathias
Pago,17,Jun,Televisão,R$ 20000000 ,1,02:56,CNI,Pre. L8,B18,Equipe 1,Samuel
Pago,27,Set,Google Ad,R$ 25000000 ,1,02:56,GK,Pre. L3,B18,Equipe 1,Lorena
Pago,15,Set,Youtube,R$ 10000000 ,2,02:56,GK,Fndn. L5,C8,Equipe 2,Heitor
Pago,30,Set,Youtube,R$ 15000000 ,4,02:56,GK,Fndn. L1,C8,Equipe 4,Bernardo
Pago,8,Out,Website,R$ 19000000 ,2,02:56,BE,Pre. L2,B12,Equipe 1,Lorenzo
Pago,6,Out,Televisão,R$ 7000000 ,2,02:56,GK,KJI. L4,A1,Equipe 1,Lucas
Pago,29,Out,Google Ad,R$ 12000000 ,1,02:56,GK,Fndn. L3,A7,Equipe 3,Sophia
Pago,3,Nov,Televisão,R$ 25000000 ,2,02:56,GK,Fndn. L5,A7,Equipe 1,Lorenzo
Pago,30,Dez,Facebook,R$ 38000000 ,2,02:56,BE,Pre. L4,A1,Equipe 1,Lucas
Pago,21,Dez,WhatsApp,R$ 15000000 ,3,02:56,GK,KJI. L4,A2,Equipe 3,João
Pago,12,Jan,Televisão,R$ 12000000 ,3,02:56,GK,Fndn. L1,A2,Equipe 2,Mathias
Pago,17,Jun,Televisão,R$ 20000000 ,1,02:56,CNI,Pre. L8,B18,Equipe 1,Samuel
Não pago,11,Nov,WhatsApp,R$ 0 ,2,02:56,,,B13,Equipe 2,Helena
Não pago,1,Dez,Televisão,R$ 0 ,2,02:56,,,B12,Equipe 4,Bernardo
Pago,15,Fev,Televisão,R$ 12000000 ,2,03:00,GK,Fndn. L5,C8,Equipe 2,Heitor
Pago,8,Mai,Televisão,R$ 15000000 ,3,03:00,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,16,Ago,Website,R$ 11000000 ,3,03:00,CNI,Fndn. L5,A2,Equipe 1,Lorenzo
Pago,8,Out,Televisão,R$ 25000000 ,2,03:00,GK,Fndn. L5,A2,Equipe 2,Laura
Pago,21,Out,Youtube,R$ 12000000 ,4,03:00,GK,Pre. L3,B12,Equipe 1,Davi
Pago,20,Out,Google Ad,R$ 15000000 ,6,03:00,GK,KJI. L4,B18,Equipe 1,Samuel
Pago,4,Out,Televisão,R$ 20000000 ,3,03:00,GK,KJI. L4,C8,Equipe 3,João
Pago,22,Nov,WhatsApp,R$ 15000000 ,6,03:00,GK,Pre. L8,B12,Equipe 1,Samuel
Pago,31,Dez,Facebook,R$ 38000000 ,4,03:00,BE,Pre. L3,A1,Equipe 2,Mathias
Pago,15,Fev,Televisão,R$ 12000000 ,2,03:00,GK,Fndn. L5,C8,Equipe 2,Heitor
Pago,8,Mai,Televisão,R$ 15000000 ,3,03:00,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,16,Ago,Website,R$ 11000000 ,3,03:00,CNI,Fndn. L5,A2,Equipe 1,Lorenzo
Não pago,4,Mai,Televisão,R$ 0 ,3,03:00,,,A1,Equipe 2,Heitor
Não pago,28,Set,Televisão,R$ 0 ,3,03:00,,,C8,Equipe 4,Theo
Não pago,10,Out,Website,R$ 0 ,3,03:00,,,A1,Equipe 1,Samuel
Não pago,22,Nov,Google Ad,R$ 0 ,1,03:00,,,A4,Equipe 3,Sophia
Não pago,4,Mai,Televisão,R$ 0 ,3,03:00,,,A1,Equipe 2,Heitor
Pago,4,Mai,WhatsApp,R$ 19000000 ,1,03:10,BE,Pre. L3,A2,Equipe 3,Alice
Pago,17,Ago,Televisão,R$ 15000000 ,2,03:10,GK,Fndn. L1,B12,Equipe 2,Bruno
Pago,30,Set,Televisão,R$ 7000000 ,2,03:10,GK,KJI. L4,A4,Equipe 4,Theo
Pago,18,Set,Televisão,R$ 12000000 ,2,03:10,GK,Fndn. L1,A7,Equipe 2,Laura
Pago,27,Set,WhatsApp,R$ 11000000 ,4,03:10,GK,Pre. L3,B12,Equipe 1,Lorenzo
Pago,12,Out,Facebook,R$ 38000000 ,4,03:10,BE,Fndn. L5,B18,Equipe 2,Mathias
Pago,8,Out,Televisão,R$ 12000000 ,2,03:10,GK,Pre. L3,B13,Equipe 1,Samuel
Pago,11,Nov,Google Ad,R$ 20000000 ,4,03:10,GK,Pre. L4,B18,Equipe 3,Sophia
Pago,2,Dez,Televisão,R$ 15000000 ,1,03:10,GK,KJI. L4,B13,Equipe 2,Helena
Pago,4,Mai,WhatsApp,R$ 19000000 ,1,03:10,BE,Pre. L3,A2,Equipe 3,Alice
Pago,17,Ago,Televisão,R$ 15000000 ,2,03:10,GK,Fndn. L1,B12,Equipe 2,Bruno
Não pago,13,Abr,Website,R$ 0 ,4,03:10,,,B18,Equipe 1,Samuel
Não pago,27,Out,Website,R$ 0 ,2,03:10,,,B12,Equipe 1,Lorena
Não pago,20,Out,Google Ad,R$ 0 ,1,03:10,,,A2,Equipe 4,Bernardo
Não pago,18,Nov,Facebook,R$ 0 ,5,03:10,,,C8,Equipe 1,Lorena
Não pago,13,Abr,Website,R$ 0 ,4,03:10,,,B18,Equipe 1,Samuel
Pago,17,Jan,Google Ad,R$ 15000000 ,1,03:12,GK,Pre. L8,A1,Equipe 4,Bernardo
Pago,11,Fev,Televisão,R$ 15000000 ,5,03:12,GK,KJI. L4,C8,Equipe 4,Theo
Pago,1,Mai,Google Ad,R$ 20000000 ,3,03:12,GK,Pre. L3,A2,Equipe 2,Laura
Pago,10,Jul,Facebook,R$ 7000000 ,4,03:12,GK,KJI. L4,C8,Equipe 1,Lorenzo
Pago,30,Set,Televisão,R$ 19000000 ,1,03:12,BE,Fndn. L5,A7,Equipe 2,Helena
Pago,28,Set,Google Ad,R$ 11000000 ,2,03:12,CNI,Pre. L3,A7,Equipe 2,Heitor
Pago,22,Set,Televisão,R$ 25000000 ,3,03:12,GK,KJI. L4,B12,Equipe 3,João
Pago,11,Set,Televisão,R$ 12000000 ,3,03:12,GK,KJI. L4,C8,Equipe 2,Mathias
Pago,30,Set,WhatsApp,R$ 15000000 ,5,03:12,GK,Fndn. L5,C8,Equipe 2,Laura
Pago,2,Out,Google Ad,R$ 21000000 ,1,03:12,GK,Pre. L2,A1,Equipe 3,Sophia
Pago,25,Out,Facebook,R$ 25000000 ,2,03:12,GK,Fndn. L1,A1,Equipe 1,Lucas
Pago,28,Out,Youtube,R$ 7000000 ,2,03:12,GK,Pre. L8,C8,Equipe 2,Heitor
Pago,22,Out,Facebook,R$ 15000000 ,2,03:12,GK,Fndn. L5,B18,Equipe 3,Sophia
Pago,25,Out,Google Ad,R$ 12000000 ,1,03:12,GK,Fndn. L5,B18,Equipe 3,João
Pago,29,Out,Google Ad,R$ 12000000 ,1,03:12,GK,Pre. L8,C8,Equipe 2,Heitor
Pago,20,Nov,WhatsApp,R$ 38000000 ,4,03:12,FC,KJI. L4,B12,Equipe 4,Bernardo
Pago,9,Nov,Facebook,R$ 25000000 ,2,03:12,GK,Fndn. L3,A2,Equipe 4,Theo
Pago,17,Dez,Televisão,R$ 11000000 ,1,03:12,CNI,Pre. L4,A7,Equipe 2,Heitor
Pago,10,Dez,Google Ad,R$ 12000000 ,4,03:12,GK,Fndn. L1,A7,Equipe 2,Laura
Pago,24,Dez,Google Ad,R$ 12000000 ,2,03:12,GK,Fndn. L5,B12,Equipe 3,Sophia
Pago,20,Dez,WhatsApp,R$ 20000000 ,4,03:12,GK,Fndn. L1,B18,Equipe 3,João
Pago,17,Jan,Google Ad,R$ 15000000 ,1,03:12,GK,Pre. L8,A1,Equipe 4,Bernardo
Pago,11,Fev,Televisão,R$ 15000000 ,5,03:12,GK,KJI. L4,C8,Equipe 4,Theo
Pago,1,Mai,Google Ad,R$ 20000000 ,3,03:12,GK,Pre. L3,A2,Equipe 2,Laura
Pago,10,Jul,Facebook,R$ 7000000 ,4,03:12,GK,KJI. L4,C8,Equipe 1,Lorenzo
Não pago,21,Fev,Youtube,R$ 0 ,2,03:12,,,B12,Equipe 1,Lorenzo
Não pago,16,Mar,Website,R$ 0 ,5,03:12,,,A4,Equipe 1,Lorenzo
Não pago,25,Set,Website,R$ 0 ,1,03:12,,,A1,Equipe 1,Lucas
Não pago,7,Dez,Televisão,R$ 0 ,1,03:12,,,A2,Equipe 1,Davi
Não pago,23,Dez,Facebook,R$ 0 ,5,03:12,,,B13,Equipe 2,Helena
Não pago,21,Fev,Youtube,R$ 0 ,2,03:12,,,B12,Equipe 1,Lorenzo
Não pago,16,Mar,Website,R$ 0 ,5,03:12,,,A4,Equipe 1,Lorenzo
Pago,30,Ago,Website,R$ 25000000 ,1,03:14,GK,Pre. L4,B13,Equipe 2,Heitor
Pago,25,Set,Televisão,R$ 20000000 ,2,03:14,CNI,KJI. L4,C8,Equipe 1,Lucas
Pago,9,Set,Website,R$ 7000000 ,2,03:14,GK,Fndn. L5,B12,Equipe 2,Heitor
Pago,29,Out,Google Ad,R$ 12000000 ,1,03:14,GK,Pre. L3,A1,Equipe 3,Alice
Pago,13,Out,Website,R$ 12000000 ,2,03:14,GK,KJI. L4,A2,Equipe 4,Theo
Pago,29,Out,Facebook,R$ 12000000 ,1,03:14,GK,Pre. L2,B18,Equipe 3,Sophia
Pago,1,Nov,Website,R$ 38000000 ,4,03:14,BE,KJI. L4,A1,Equipe 1,Davi
Pago,22,Nov,Televisão,R$ 20000000 ,5,03:14,GK,Fndn. L1,B12,Equipe 1,Lorenzo
Pago,1,Dez,Televisão,R$ 21000000 ,2,03:14,GK,Pre. L2,A4,Equipe 1,Samuel
Pago,15,Dez,Website,R$ 15000000 ,2,03:14,GK,Fndn. L5,A7,Equipe 1,Lorena
Não pago,20,Mar,Televisão,R$ 0 ,2,03:14,,,C8,Equipe 4,Theo
Não pago,10,Dez,Website,R$ 0 ,4,03:14,,,B12,Equipe 1,Samuel
Não pago,20,Dez,Televisão,R$ 0 ,1,03:14,,,A2,Equipe 2,Mathias
Não pago,20,Mar,Televisão,R$ 0 ,2,03:14,,,C8,Equipe 4,Theo
Pago,12,Jan,Televisão,R$ 25000000 ,1,03:16,GK,Pre. L8,A1,Equipe 2,Laura
Pago,1,Jun,Televisão,R$ 20000000 ,4,03:16,CNI,Fndn. L1,A2,Equipe 4,Bernardo
Pago,28,Jun,Google Ad,R$ 15000000 ,2,03:16,GK,Fndn. L5,B18,Equipe 4,Bernardo
Pago,3,Set,Televisão,R$ 12000000 ,1,03:16,GK,Fndn. L5,A1,Equipe 2,Heitor
Pago,28,Out,WhatsApp,R$ 38000000 ,2,03:16,BE,Fndn. L5,B13,Equipe 1,Lorena
Pago,28,Out,Televisão,R$ 19000000 ,1,03:16,BE,KJI. L4,B18,Equipe 1,Lorenzo
Pago,23,Out,Google Ad,R$ 10000000 ,2,03:16,GK,KJI. L4,B13,Equipe 1,Lorenzo
Pago,26,Out,Facebook,R$ 7000000 ,2,03:16,GK,Fndn. L5,A2,Equipe 2,Helena
Pago,1,Out,WhatsApp,R$ 11000000 ,3,03:16,GK,KJI. L4,A4,Equipe 3,João
Pago,12,Nov,Google Ad,R$ 25000000 ,4,03:16,GK,Pre. L8,B12,Equipe 2,Helena
Pago,12,Jan,Televisão,R$ 25000000 ,1,03:16,GK,Pre. L8,A1,Equipe 2,Laura
Pago,1,Jun,Televisão,R$ 20000000 ,4,03:16,CNI,Fndn. L1,A2,Equipe 4,Bernardo
Pago,28,Jun,Google Ad,R$ 15000000 ,2,03:16,GK,Fndn. L5,B18,Equipe 4,Bernardo
Não pago,9,Jun,Televisão,R$ 0 ,3,03:16,,,B12,Equipe 1,Samuel
Não pago,17,Set,Website,R$ 0 ,2,03:16,,,C8,Equipe 3,Sophia
Não pago,11,Nov,Youtube,R$ 0 ,3,03:16,,,A4,Equipe 2,Heitor
Não pago,9,Jun,Televisão,R$ 0 ,3,03:16,,,B12,Equipe 1,Samuel
Pago,3,Ago,Facebook,R$ 19000000 ,2,03:17,BE,Fndn. L3,B12,Equipe 4,Theo
Pago,30,Ago,Facebook,R$ 12000000 ,2,03:17,GK,Fndn. L5,A1,Equipe 2,Helena
Pago,21,Set,Televisão,R$ 15000000 ,1,03:17,GK,Fndn. L5,A2,Equipe 3,João
Pago,31,Out,WhatsApp,R$ 15000000 ,2,03:17,GK,KJI. L4,A7,Equipe 4,Bernardo
Pago,27,Out,Televisão,R$ 12000000 ,5,03:17,GK,Pre. L8,B18,Equipe 1,Arthur
Pago,30,Nov,Televisão,R$ 20000000 ,2,03:17,GK,KJI. L4,A4,Equipe 4,Theo
Pago,20,Nov,Televisão,R$ 15000000 ,5,03:17,GK,Fndn. L5,B12,Equipe 1,Lucas
Pago,4,Nov,WhatsApp,R$ 7000000 ,2,03:17,GK,Fndn. L1,B13,Equipe 2,Heitor
Pago,3,Ago,Facebook,R$ 19000000 ,2,03:17,BE,Fndn. L3,B12,Equipe 4,Theo
Pago,30,Ago,Facebook,R$ 12000000 ,2,03:17,GK,Fndn. L5,A1,Equipe 2,Helena
Não pago,14,Out,Google Ad,R$ 0 ,4,03:17,,,B13,Equipe 1,Lorenzo
Não pago,5,Out,Website,R$ 0 ,1,03:17,,,C8,Equipe 2,Mathias
Não pago,2,Dez,Google Ad,R$ 0 ,3,03:17,,,A1,Equipe 1,Lorenzo
Não pago,30,Dez,WhatsApp,R$ 0 ,2,03:17,,,A1,Equipe 3,Sophia
Não pago,10,Dez,Website,R$ 0 ,1,03:17,,,A2,Equipe 3,Alice
Pago,1,Jan,Google Ad,R$ 7000000 ,3,03:30,GK,Fndn. L6,B18,Equipe 1,Davi
Pago,11,Fev,WhatsApp,R$ 20000000 ,2,03:30,CNI,Fndn. L5,C8,Equipe 2,Mathias
Pago,25,Ago,Televisão,R$ 15000000 ,1,03:30,GK,KJI. L4,B13,Equipe 4,Bernardo
Pago,17,Set,Youtube,R$ 11000000 ,4,03:30,GK,KJI. L4,B13,Equipe 4,Bernardo
Pago,30,Set,Televisão,R$ 25000000 ,3,03:30,GK,KJI. L4,A2,Equipe 1,Davi
Pago,22,Out,Televisão,R$ 38000000 ,6,03:30,BE,Fndn. L5,B12,Equipe 1,Samuel
Pago,7,Out,Televisão,R$ 10000000 ,5,03:30,GK,Fndn. L5,A1,Equipe 2,Helena
Pago,8,Out,Televisão,R$ 12000000 ,3,03:30,GK,Pre. L3,A1,Equipe 3,Sophia
Pago,19,Out,Website,R$ 20000000 ,1,03:30,GK,Pre. L3,A4,Equipe 2,Bruno
Pago,28,Out,WhatsApp,R$ 12000000 ,3,03:30,GK,Pre. L2,B12,Equipe 3,João
Pago,5,Nov,Televisão,R$ 19000000 ,2,03:30,BE,Pre. L8,B13,Equipe 2,Heitor
Pago,1,Jan,Google Ad,R$ 7000000 ,3,03:30,GK,Fndn. L6,B18,Equipe 1,Davi
Pago,11,Fev,WhatsApp,R$ 20000000 ,2,03:30,CNI,Fndn. L5,C8,Equipe 2,Mathias
Pago,25,Ago,Televisão,R$ 15000000 ,1,03:30,GK,KJI. L4,B13,Equipe 4,Bernardo
Não pago,12,Set,Facebook,R$ 0 ,1,03:30,,,A1,Equipe 1,Lorena
Não pago,14,Dez,Website,R$ 0 ,4,03:30,,,A1,Equipe 2,Helena
Pago,11,Fev,Televisão,R$ 15000000 ,1,03:40,GK,KJI. L4,A2,Equipe 4,Bernardo
Pago,13,Jul,WhatsApp,R$ 15000000 ,5,03:40,GK,Pre. L2,C8,Equipe 3,João
Pago,10,Ago,Televisão,R$ 12000000 ,2,03:40,GK,Fndn. L5,B18,Equipe 2,Laura
Pago,19,Ago,Google Ad,R$ 15000000 ,2,03:40,GK,KJI. L4,A4,Equipe 3,João
Pago,11,Set,Televisão,R$ 21000000 ,5,03:40,GK,Pre. L3,A4,Equipe 2,Bruno
Pago,30,Set,Facebook,R$ 20000000 ,4,03:40,GK,Fndn. L6,B12,Equipe 2,Heitor
Pago,30,Out,Website,R$ 12000000 ,1,03:40,GK,Pre. L3,B18,Equipe 3,João
Pago,17,Nov,Facebook,R$ 11000000 ,1,03:40,CNI,Fndn. L5,A4,Equipe 4,Bernardo
Pago,16,Nov,WhatsApp,R$ 25000000 ,1,03:40,GK,Fndn. L5,B13,Equipe 2,Laura
Pago,27,Dez,Facebook,R$ 38000000 ,1,03:40,BE,KJI. L4,A1,Equipe 1,Lucas
Pago,11,Fev,Televisão,R$ 15000000 ,1,03:40,GK,KJI. L4,A2,Equipe 4,Bernardo
Pago,13,Jul,WhatsApp,R$ 15000000 ,5,03:40,GK,Pre. L2,C8,Equipe 3,João
Pago,10,Ago,Televisão,R$ 12000000 ,2,03:40,GK,Fndn. L5,B18,Equipe 2,Laura
Pago,19,Ago,Google Ad,R$ 15000000 ,2,03:40,GK,KJI. L4,A4,Equipe 3,João
Não pago,23,Set,Facebook,R$ 0 ,1,03:40,,,A4,Equipe 2,Heitor
Não pago,19,Out,Facebook,R$ 0 ,4,03:40,,,B12,Equipe 1,Lucas
Não pago,27,Nov,Televisão,R$ 0 ,1,03:40,,,A1,Equipe 1,Lorena
Pago,15,Fev,Google Ad,R$ 12000000 ,4,04:00,GK,Fndn. L5,A1,Equipe 1,Lorenzo
Pago,4,Jul,Website,R$ 19000000 ,2,04:00,BE,Pre. L2,B13,Equipe 3,Alice
Pago,11,Set,Televisão,R$ 38000000 ,1,04:00,FC,Fndn. L1,A4,Equipe 2,Bruno
Pago,23,Set,Facebook,R$ 7000000 ,3,04:00,GK,KJI. L4,B12,Equipe 4,Theo
Pago,8,Out,Website,R$ 20000000 ,4,04:00,CNI,KJI. L4,A7,Equipe 2,Helena
Pago,8,Out,Website,R$ 15000000 ,1,04:00,GK,Pre. L2,A2,Equipe 1,Samuel
Pago,29,Out,Televisão,R$ 12000000 ,1,04:00,GK,Pre. L4,B18,Equipe 1,Lorena
Pago,25,Out,Facebook,R$ 25000000 ,3,04:00,GK,Fndn. L5,C8,Equipe 3,João
Pago,22,Nov,Website,R$ 12000000 ,4,04:00,GK,Fndn. L1,B13,Equipe 2,Laura
Pago,15,Fev,Google Ad,R$ 12000000 ,4,04:00,GK,Fndn. L5,A1,Equipe 1,Lorenzo
Pago,4,Jul,Website,R$ 19000000 ,2,04:00,BE,Pre. L2,B13,Equipe 3,Alice
Não pago,25,Out,Facebook,R$ 0 ,5,04:00,,,A2,Equipe 3,Sophia
Não pago,26,Nov,Televisão,R$ 0 ,2,04:00,,,B12,Equipe 2,Heitor
Não pago,26,Nov,Website,R$ 0 ,3,04:00,,,C8,Equipe 2,Heitor
Não pago,10,Dez,Facebook,R$ 0 ,3,04:00,,,B12,Equipe 4,Theo
Pago,16,Jan,Facebook,R$ 12000000 ,1,04:40,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,11,Fev,Televisão,R$ 12000000 ,4,04:40,GK,KJI. L4,B12,Equipe 4,Theo
Pago,1,Mai,Facebook,R$ 12000000 ,2,04:40,GK,Fndn. L5,C8,Equipe 4,Bernardo
Pago,9,Set,Facebook,R$ 38000000 ,5,04:40,BE,KJI. L4,B18,Equipe 2,Helena
Pago,11,Set,Facebook,R$ 12000000 ,5,04:40,GK,Fndn. L6,A7,Equipe 1,Lucas
Pago,22,Set,Google Ad,R$ 15000000 ,4,04:40,GK,Pre. L3,A1,Equipe 3,João
Pago,30,Set,Google Ad,R$ 15000000 ,3,04:40,GK,Fndn. L5,B13,Equipe 2,Helena
Pago,10,Out,Website,R$ 11000000 ,2,04:40,CNI,KJI. L4,A1,Equipe 2,Bruno
Pago,24,Out,Televisão,R$ 20000000 ,1,04:40,CNI,KJI. L4,A1,Equipe 4,Theo
Pago,26,Out,Website,R$ 20000000 ,2,04:40,GK,KJI. L4,A1,Equipe 1,Davi
Pago,1,Out,Facebook,R$ 20000000 ,2,04:40,GK,Fndn. L1,A2,Equipe 1,Lucas
Pago,30,Out,Google Ad,R$ 7000000 ,3,04:40,GK,Pre. L2,A2,Equipe 3,Sophia
Pago,8,Out,Facebook,R$ 25000000 ,4,04:40,GK,Pre. L8,A7,Equipe 3,João
Pago,11,Out,Televisão,R$ 15000000 ,3,04:40,GK,Fndn. L1,B13,Equipe 1,Lucas
Pago,11,Out,WhatsApp,R$ 15000000 ,1,04:40,GK,Fndn. L3,B18,Equipe 1,Davi
Pago,9,Nov,WhatsApp,R$ 19000000 ,5,04:40,BE,Fndn. L5,C8,Equipe 3,Sophia
Pago,22,Nov,Facebook,R$ 19000000 ,1,04:40,BE,Pre. L4,C8,Equipe 2,Helena
Pago,12,Nov,Website,R$ 20000000 ,2,04:40,GK,Fndn. L5,A2,Equipe 1,Lorenzo
Pago,22,Nov,Facebook,R$ 15000000 ,1,04:40,GK,KJI. L4,B18,Equipe 1,Lucas
Pago,16,Jan,Facebook,R$ 12000000 ,1,04:40,GK,Fndn. L5,A4,Equipe 2,Heitor
Pago,11,Fev,Televisão,R$ 12000000 ,4,04:40,GK,KJI. L4,B12,Equipe 4,Theo
Pago,1,Mai,Facebook,R$ 12000000 ,2,04:40,GK,Fndn. L5,C8,Equipe 4,Bernardo
Não pago,15,Mar,WhatsApp,R$ 0 ,2,04:40,,,B12,Equipe 2,Heitor
Não pago,11,Mai,Televisão,R$ 0 ,5,04:40,,,A2,Equipe 4,Bernardo
